id	name	description
342	FUNCTION: unspecific monooxygenase. aryl-4-monooxygenase. aryl hydrocarbon hydroxylase. cytochrome P450. flavoprotein-linked monooxygenase. microsomal monooxygenase. microsomal P450. xenobiotic monooxygenase.	FUNCTION: unspecific monooxygenase. aryl-4-monooxygenase. aryl hydrocarbon hydroxylase. cytochrome P450. flavoprotein-linked monooxygenase. microsomal monooxygenase. microsomal P450. xenobiotic monooxygenase. Acts on a wide range of substrates including many xenobiotics, steroids, fatty acids, vitamins and prostaglandins; reactions catalyzed include hydroxylation, epoxidation, N-oxidation, sulfooxidation, N-, S- and O-dealkylations, desulfation, deamination, and reduction of azo, nitro and N-oxide groups. Together with EC 1.6.2.4, it forms a system in which two reducing equivalents are supplied by NADPH. Some of the reactions attributed to EC 1.14.15.3 belong here. Formerly EC 1.14.1.1, EC 1.14.14.2, EC 1.14.99.8 and EC 1.99.1.1.
343	FUNCTION: catalase. 	FUNCTION: catalase.  A manganese protein containing Mn(III) in the resting state, which also belongs here, is often called pseudocatalase. The enzymes from some organisms, such as Penicillium simplicissimum, can also act as a peroxidase (EC 1.11.1.7) for which several organic substances, especially ethanol, can act as a hydrogen donor. Enzymes that exhibit both catalase and peroxidase activity belong under EC 1.11.1.21.
344	FUNCTION: phosphoserine phosphatase. 	FUNCTION: phosphoserine phosphatase.  
345	FUNCTION: beta-fructofuranosidase. beta-fructosidase. invertase. saccharase.	FUNCTION: beta-fructofuranosidase. beta-fructosidase. invertase. saccharase. Substrates include sucrose. Also catalyzes fructotransferase reactions.
346	FUNCTION: pyridoxal kinase. pyridoxamine kinase. pyridoxine kinase. vitamin B(6) kinase. vitamin B6 kinase.	FUNCTION: pyridoxal kinase. pyridoxamine kinase. pyridoxine kinase. vitamin B(6) kinase. vitamin B6 kinase. Pyridoxine, pyridoxamine and various derivatives can also act as acceptors.
347	FUNCTION: pantoate--beta-alanine ligase (AMP-forming). pantoate-activating enzyme. pantoic-activating enzyme. pantothenate synthetase.	FUNCTION: pantoate--beta-alanine ligase (AMP-forming). pantoate-activating enzyme. pantoic-activating enzyme. pantothenate synthetase. 
348	FUNCTION: Xaa-Pro dipeptidase. gamma-peptidase. imidodipeptidase. peptidase D. prolidase. proline dipeptidase. X-Pro dipeptidase.	FUNCTION: Xaa-Pro dipeptidase. gamma-peptidase. imidodipeptidase. peptidase D. prolidase. proline dipeptidase. X-Pro dipeptidase. Possibly thiol dependent. Cytosolic from most animal tissues. Belongs to peptidase family M24A. Formerly EC 3.4.3.7.
349	FUNCTION: UDP-glucose 4-epimerase. galactowaldenase. UDP-galactose 4-epimerase. uridine diphosphate galactose 4-epimerase. uridine diphospho-galactose-4-epimerase.	FUNCTION: UDP-glucose 4-epimerase. galactowaldenase. UDP-galactose 4-epimerase. uridine diphosphate galactose 4-epimerase. uridine diphospho-galactose-4-epimerase. Also acts on UDP-2-deoxyglucose.
350	FUNCTION: thrombin. fibrinogenase.	FUNCTION: thrombin. fibrinogenase. More selective than trypsin and plasmin. Belongs to peptidase family S1. Formerly EC 3.4.4.13.
351	FUNCTION: lysozyme. muramidase.	FUNCTION: lysozyme. muramidase. Cf. EC 3.2.1.14.
352	FUNCTION: pyruvate kinase. phosphoenolpyruvate kinase. phosphoenol transphosphorylase.	FUNCTION: pyruvate kinase. phosphoenolpyruvate kinase. phosphoenol transphosphorylase. UTP, GTP, CTP, ITP and dATP can also act as donors. Also phosphorylates hydroxylamine and fluoride in the presence of CO2.
353	FUNCTION: RNA helicase. 	FUNCTION: RNA helicase.  RNA helicases utilize the energy from ATP hydrolysis to unwind RNA. Some of them unwind RNA with a 3' to 5' polarity, other show 5' to 3' polarity. Some helicases unwind DNA as well as RNA. May be identical with EC 3.6.4.12 (DNA helicase).
354	FUNCTION: thiol oxidase. sulfhydryl oxidase.	FUNCTION: thiol oxidase. sulfhydryl oxidase. R may be =S or =O, or a variety of other groups. The enzyme is not specific for R'.
355	FUNCTION: 4-hydroxy-tetrahydrodipicolinate reductase. dihydrodipicolinate reductase.	FUNCTION: 4-hydroxy-tetrahydrodipicolinate reductase. dihydrodipicolinate reductase. The substrate of the enzyme was initially thought to be (S)-2,3- dihydrodipicolinate, and the enzyme was classified accordingly as EC 1.3.1.26. Later studies of the enzyme from the bacterium Escherichia coli have suggested that the actual substrate of the enzyme is (2S,4S)-4- hydroxy-2,3,4,5-tetrahydrodipicolinate, and that its activity includes a dehydration step, and thus the enzyme has been reclassified as 4-hydroxy-tetrahydrodipicolinate reductase. However, the identity of the substrate is still controversial, as more recently it has been suggested that it may be (S)-2,3- dihydrodipicolinate after all. Formerly EC 1.3.1.26.
356	FUNCTION: alkaline phosphatase. alkaline phosphomonoesterase. glycerophosphatase. phosphomonoesterase.	FUNCTION: alkaline phosphatase. alkaline phosphomonoesterase. glycerophosphatase. phosphomonoesterase. Active at a high pH optimum. Wide specificity. Also catalyzes transphosphorylations. Some enzymes hydrolyze diphosphate (cf. EC 3.6.1.1).
357	FUNCTION: non-specific serine/threonine protein kinase. protein phosphokinase. protein serine kinase. protein-serine kinase. protein serine-threonine kinase. serine/threonine protein kinase. serine(threonine) protein kinase. serine kinase. serine protein kinase. serine-specific protein kinase. threonine-specific protein kinase.	FUNCTION: non-specific serine/threonine protein kinase. protein phosphokinase. protein serine kinase. protein-serine kinase. protein serine-threonine kinase. serine/threonine protein kinase. serine(threonine) protein kinase. serine kinase. serine protein kinase. serine-specific protein kinase. threonine-specific protein kinase. This is a heterogeneous group of serine/threonine protein kinases that do not have an activating compound and are either non-specific or their specificity has not been analyzed to date. Formerly EC 2.7.1.37 and EC 2.7.1.70.
358	FUNCTION: 5'-nucleotidase. 	FUNCTION: 5'-nucleotidase.  Wide specificity for 5'-nucleotides.
359	FUNCTION: protein acetyllysine N-acetyltransferase. NAD(+)-dependent protein deacetylase. protein lysine deacetylase.	FUNCTION: protein acetyllysine N-acetyltransferase. NAD(+)-dependent protein deacetylase. protein lysine deacetylase. The enzyme, found in all domains of life, is involved in gene regulation by deacetylating proteins. Some of the 2''-O-acetyl-ADP-D-ribose converts non-enzymically to 3''-O-acetyl-ADP-D-ribose.
360	FUNCTION: site-specific DNA-methyltransferase (adenine-specific). modification methylase. N-6 adenine-specific DNA methylase. restriction-modification system.	FUNCTION: site-specific DNA-methyltransferase (adenine-specific). modification methylase. N-6 adenine-specific DNA methylase. restriction-modification system. This is a large group of enzymes, most of which form so-called 'restriction-modification systems', with nucleases that possess similar site specificity (the nucleases are listed as either EC 3.1.21.3, EC 3.1.21.4 and EC 3.1.21.5). See the REBASE database for a complete list of these enzymes: http://rebase.neb.com/rebase/
361	FUNCTION: hypoxanthine phosphoribosyltransferase. guanine phosphoribosyltransferase. HGPRTase. hypoxanthine-guanine phosphoribosyltransferase. IMP diphosphorylase. IMP pyrophosphorylase. transphosphoribosidase.	FUNCTION: hypoxanthine phosphoribosyltransferase. guanine phosphoribosyltransferase. HGPRTase. hypoxanthine-guanine phosphoribosyltransferase. IMP diphosphorylase. IMP pyrophosphorylase. transphosphoribosidase. Guanine and purine-6-thiol can replace hypoxanthine.
362	FUNCTION: nucleotide diphosphatase. dinucleotide nucleotidohydrolase. nucleoside-triphosphate diphosphatase. nucleotide pyrophosphatase.	FUNCTION: nucleotide diphosphatase. dinucleotide nucleotidohydrolase. nucleoside-triphosphate diphosphatase. nucleotide pyrophosphatase. The enzyme preferentially hydrolyzes ATP, but can also hydrolyze other nucleoside 5' triphosphates such as GTP, CTP, TTP and UTP to their corresponding monophosphates. In vitro the enzyme also acts as a nucleotidohydrolase on ADP, NAD(+), NADP(+), FAD, and CoA. Formerly EC 3.6.1.19.
363	FUNCTION: lipoate--protein ligase. lipoate protein ligase. lipoate-protein ligase A. LPL.	FUNCTION: lipoate--protein ligase. lipoate protein ligase. lipoate-protein ligase A. LPL. This enzyme participates in lipoate salvage, and is responsible for lipoylation in the presence of exogenous lipoic acid. The enzyme attaches lipoic acid to the lipoyl domains of certain key enzymes involved in oxidative metabolism, including pyruvate dehydrogenase (E2 domain), 2-oxoglutarate dehydrogenase (E2 domain), the branched-chain 2-oxoacid dehydrogenases and the glycine cleavage system (H protein). Lipoylation is essential for the function of these enzymes. The enzyme can also use octanoate instead of lipoate. Formerly EC 2.7.7.63.
364	FUNCTION: ornithine carbamoyltransferase. citrulline phosphorylase. ornithine transcarbamylase. OTC. OTCase.	FUNCTION: ornithine carbamoyltransferase. citrulline phosphorylase. ornithine transcarbamylase. OTC. OTCase. The plant enzyme also catalyzes the reactions of EC 2.1.3.6, EC 2.7.2.2 and EC 3.5.3.12, thus acting as putrescine synthase, converting agmatine and ornithine into putrescine and citrulline respectively.
365	FUNCTION: peptide deformylase. PDF. polypeptide deformylase.	FUNCTION: peptide deformylase. PDF. polypeptide deformylase. Requires Fe(II). Also requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions. Differs in substrate specificity from EC 3.5.1.31.
366	FUNCTION: Deleted entry. 	FUNCTION: Deleted entry.  
367	FUNCTION: coagulation factor Xa. prothrombase. prothrombinase. Stuart factor. thrombokinase.	FUNCTION: coagulation factor Xa. prothrombase. prothrombinase. Stuart factor. thrombokinase. A blood coagulation factor formed from the proenzyme factor X by limited proteolysis. Factor X is a glycoprotein composed of a heavy chain and a light chain, which are generated from a precursor protein by the excision of the tripeptide RKR and held together by one or more disulfide bonds. The activated factor Xa converts prothrombin to thrombin in the presence of factor Va, Ca(2+) and phospholipids. Scutelarin (EC 3.4.21.60) has similar specificity, but does not require factor Va. Belongs to peptidase family S1.
368	FUNCTION: exodeoxyribonuclease III. E.coli exonuclease III. exonuclease III.	FUNCTION: exodeoxyribonuclease III. E.coli exonuclease III. exonuclease III. Preference for double-stranded DNA. Has endonucleolytic activity near apurinic sites on DNA. Similar enzyme: Haemophilus influenzae exonuclease. Formerly EC 3.1.4.27.
369	FUNCTION: Transferred entry: 1.11.1.24, 1.11.1.25, 1.11.1.26, 1.11.1.27, 1.11.1.28and 1.11.1.29. 	FUNCTION: Transferred entry: 1.11.1.24, 1.11.1.25, 1.11.1.26, 1.11.1.27, 1.11.1.28and 1.11.1.29.  
370	FUNCTION: glutathione peroxidase. 	FUNCTION: glutathione peroxidase.  Steroid and lipid hydroperoxides, but not the product of reaction of EC 1.13.11.12 on phospholipids, can act as acceptor, but more slowly than H2O2 (cf. EC 1.11.1.12).
371	FUNCTION: glucan endo-1,3-beta-D-glucosidase. (1->3)-beta-glucan endohydrolase. endo-1,3-beta-glucanase. laminarinase.	FUNCTION: glucan endo-1,3-beta-D-glucosidase. (1->3)-beta-glucan endohydrolase. endo-1,3-beta-glucanase. laminarinase. Very limited action on mixed-link (1->3,1->4)-beta-D-glucans. Hydrolyzes laminarin, paramylon and pachyman. Different from EC 3.2.1.6.
372	FUNCTION: dUTP diphosphatase. deoxyuridine-triphosphatase. desoxyuridine 5'-triphosphatase. desoxyuridine 5'-triphosphate nucleotidohydrolase. dUTPase. dUTP pyrophosphatase.	FUNCTION: dUTP diphosphatase. deoxyuridine-triphosphatase. desoxyuridine 5'-triphosphatase. desoxyuridine 5'-triphosphate nucleotidohydrolase. dUTPase. dUTP pyrophosphatase. 
373	FUNCTION: [acyl-carrier-protein] S-malonyltransferase. acyl carrier protein malonyltransferase. malonyl-CoA/dephospho-CoA acyltransferase. malonyl-CoA-acyl carrier protein transacylase. malonyl coenzyme A-acyl carrier protein transacylase. malonyl transacylase. malonyl transferase. MCAT.	FUNCTION: [acyl-carrier-protein] S-malonyltransferase. acyl carrier protein malonyltransferase. malonyl-CoA/dephospho-CoA acyltransferase. malonyl-CoA-acyl carrier protein transacylase. malonyl coenzyme A-acyl carrier protein transacylase. malonyl transacylase. malonyl transferase. MCAT. Essential, along with EC 2.3.1.38, for the initiation of fatty-acid biosynthesis in bacteria. Also provides the malonyl groups for polyketide biosynthesis. The product of the reaction, malonyl-ACP, is an elongation substrate in fatty-acid biosynthesis. In Mycobacterium tuberculosis, holo-ACP (the product of EC 2.7.8.7) is the preferred substrate. This enzyme also forms part of the multienzyme complexes EC 4.1.1.88 and EC 4.1.1.89. Malonylation of ACP is immediately followed by decarboxylation within the malonate-decarboxylase complex to yield acetyl-ACP, the catalytically active species of the decarboxylase. In the enzyme from Klebsiella pneumoniae, methylmalonyl-CoA can also act as a substrate but acetyl-CoA cannot whereas the enzyme from Pseudomonas putida can use both as substrates. The ACP subunit found in fatty-acid biosynthesis contains a pantetheine-4'-phosphate prosthetic group; that from malonate decarboxylase also contains pantetheine-4'-phosphate but in the form of a 2'-(5-triphosphoribosyl)-3'-dephospho-CoA prosthetic group.
374	FUNCTION: serine--tRNA ligase. serine translase. SerRS. seryl-transfer ribonucleate synthetase. seryl-transfer ribonucleic acid synthetase. seryl-transfer RNA synthetase. seryl-tRNA synthetase.	FUNCTION: serine--tRNA ligase. serine translase. SerRS. seryl-transfer ribonucleate synthetase. seryl-transfer ribonucleic acid synthetase. seryl-transfer RNA synthetase. seryl-tRNA synthetase. This enzyme also recognizes tRNA(Sec), the special tRNA for selenocysteine, and catalyzes the formation of L-seryl-tRNA(Sec), the substrate for EC 2.9.1.1.
375	FUNCTION: Transferred entry: 2.7.1.191, 2.7.1.192, 2.7.1.193, 2.7.1.194, 2.7.1.195,2.7.1.196, 2.7.1.197, 2.7.1.198, 2.7.1.199, 2.7.1.200, 2.7.1.201,2.7.1.202, 2.7.1.203, 2.7.1.204, 2.7.1.205, 2.7.1.206, 2.7.1.207 and2.7.1.208. 	FUNCTION: Transferred entry: 2.7.1.191, 2.7.1.192, 2.7.1.193, 2.7.1.194, 2.7.1.195,2.7.1.196, 2.7.1.197, 2.7.1.198, 2.7.1.199, 2.7.1.200, 2.7.1.201,2.7.1.202, 2.7.1.203, 2.7.1.204, 2.7.1.205, 2.7.1.206, 2.7.1.207 and2.7.1.208.  
376	FUNCTION: acid phosphatase. acid phosphomonoesterase. glycerophosphatase. phosphomonoesterase.	FUNCTION: acid phosphatase. acid phosphomonoesterase. glycerophosphatase. phosphomonoesterase. Wide specificity. Also catalyzes transphosphorylations.
377	FUNCTION: dihydrolipoyllysine-residue acetyltransferase. acetyl-CoA:dihydrolipoamide S-acetyltransferase. dihydrolipoamide S-acetyltransferase. dihydrolipoate acetyltransferase. dihydrolipoic transacetylase. dihydrolipoyl acetyltransferase. lipoate acetyltransferase. lipoate transacetylase. lipoic acetyltransferase. lipoic acid acetyltransferase. lipoic transacetylase. lipoylacetyltransferase. thioltransacetylase A. transacetylase X.	FUNCTION: dihydrolipoyllysine-residue acetyltransferase. acetyl-CoA:dihydrolipoamide S-acetyltransferase. dihydrolipoamide S-acetyltransferase. dihydrolipoate acetyltransferase. dihydrolipoic transacetylase. dihydrolipoyl acetyltransferase. lipoate acetyltransferase. lipoate transacetylase. lipoic acetyltransferase. lipoic acid acetyltransferase. lipoic transacetylase. lipoylacetyltransferase. thioltransacetylase A. transacetylase X. A multimer (24-mer or 60-mer, depending on the source) of this enzyme forms the core of the pyruvate dehydrogenase multienzyme complex, and binds tightly both EC 1.2.4.1 and EC 1.8.1.4. The lipoyl group of this enzyme is reductively acetylated by EC 1.2.4.1, and the only observed direction catalyzed by EC 2.3.1.12 is that where the acetyl group is passed to coenzyme A.
